id,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,age76sq,exper,expersq,daded,nodaded,momed,nomomed,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,work76,work78,lwage76,lwage78,famed,f1,f2,f3,f4,f5,f6,f7,f8,black,smsa76r,smsa78r,reg76r,reg78r,reg80r,smsa66r,wage76,wage78,wage80,noint78,noint80,enroll76,enroll78,enroll80,kww,iq,marsta76,marsta78,marsta80,libcrd14
40,0,1,1,0,15,11,26,676,5,25,12.0,0,12.0,0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,6.41131839,3,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,,700.0,900.0,0,0,0,0.0,0.0,40.0,125.0,6.0,6.0,6.0,1.0
47,1,1,1,0,12,9,25,625,7,49,12.0,0,12.0,0,90339,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.33753808,,3,0,0,1,0,0,0,0,0,0,1,,0,,,1,208.0,,,1,1,0,,,30.0,106.0,1.0,,,1.0
48,1,1,1,0,12,10,25,625,7,49,9.94,1,11.0,0,102031,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.12468339,6.04644668,9,0,0,0,0,0,0,0,0,1,1,1.0,0,0.0,,1,457.0,486.0,,0,1,0,1.0,,40.0,104.0,6.0,6.0,,1.0
53,1,1,1,0,16,9,24,576,2,4,10.0,0,10.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.71417053,,7,0,0,0,0,0,0,1,0,0,1,1.0,0,0.0,0.0,1,824.0,,1319.0,0,0,0,0.0,0.0,24.0,119.0,1.0,1.0,1.0,1.0
54,1,1,1,0,18,18,34,1156,10,100,9.94,1,12.0,0,408301,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.35784227,6.86239401,4,0,0,0,1,0,0,0,0,0,1,1.0,0,0.0,,1,577.0,1099.0,,0,1,0,0.0,,47.0,122.0,1.0,2.0,,1.0
55,1,1,1,0,11,11,28,784,11,121,6.0,0,10.0,0,380166,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.54126355,,8,0,0,0,0,0,0,0,1,0,1,,0,,,1,255.0,,,1,1,0,,,32.0,90.0,1.0,,,1.0
62,1,1,1,0,16,13,30,900,8,64,12.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.86901445,7.0494058,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,962.0,1325.0,1792.0,0,0,0,0.0,0.0,47.0,118.0,1.0,1.0,1.0,1.0
63,1,1,1,0,10,10,31,961,15,225,8.0,0,6.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.85012617,6.73029147,8,0,0,0,0,0,0,0,1,0,1,1.0,0,0.0,0.0,1,944.0,963.0,958.0,0,0,0,0.0,0.0,37.0,105.0,1.0,1.0,1.0,0.0
64,1,1,1,0,18,16,34,1156,10,100,8.0,0,11.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.0440329,7.05392388,8,0,0,0,0,0,0,0,1,0,1,1.0,0,0.0,0.0,1,1146.0,1331.0,1548.0,0,0,1,1.0,1.0,43.0,115.0,1.0,1.0,1.0,1.0
68,1,1,1,0,12,12,32,1024,14,196,9.94,1,5.0,0,177101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,9,0,0,0,0,0,0,0,0,0,1,,0,,,1,,,,1,1,0,,,38.0,84.0,1.0,,,0.0
69,1,1,1,0,13,12,27,729,8,64,9.0,0,10.0,0,104596,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,5.43996788,7,0,0,0,0,0,0,1,0,1,1,1.0,0,0.0,0.0,1,,265.0,,0,0,0,0.0,0.0,31.0,94.0,6.0,6.0,6.0,1.0
77,1,1,1,0,6,6,27,729,15,225,2.0,0,6.0,0,104596,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.78074352,6.00870635,8,0,0,0,0,0,0,0,1,0,1,1.0,0,0.0,0.0,1,324.0,468.0,463.0,0,0,0,0.0,0.0,16.0,,1.0,5.0,5.0,1.0
79,1,1,1,0,11,9,24,576,7,49,6.0,0,12.0,0,102031,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.45958551,,6,0,0,0,0,0,1,0,0,1,1,,0,,,1,235.0,,,1,1,0,,,27.0,65.0,5.0,,,1.0
80,1,1,1,0,12,12,34,1156,16,256,11.0,0,10.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.90775528,,7,0,0,0,0,0,0,1,0,0,1,,0,,,1,1000.0,,,1,1,0,,,45.0,120.0,1.0,,,0.0
81,1,1,1,0,9,9,26,676,11,121,9.94,1,12.0,0,422407,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.17586727,6.05464345,4,0,0,0,1,0,0,0,0,0,1,1.0,0,0.0,0.0,1,481.0,490.0,,0,0,0,0.0,0.0,31.0,86.0,4.0,4.0,4.0,1.0
82,1,1,1,0,15,12,32,1024,11,121,10.0,0,12.0,0,89826,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.43615037,6.64129568,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,1,624.0,881.0,1360.0,0,0,0,0.0,0.0,39.0,109.0,1.0,1.0,1.0,1.0
83,1,1,1,0,11,11,34,1156,17,289,8.0,0,10.0,0,89826,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.47697236,6.21808032,8,0,0,0,0,0,0,0,1,0,1,1.0,0,0.0,0.0,1,650.0,577.0,850.0,0,0,0,0.0,0.0,36.0,72.0,1.0,1.0,1.0,0.0
87,1,1,1,0,12,8,24,576,6,36,9.94,1,10.0,0,102031,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,5.84064166,5.90049277,9,0,0,0,0,0,0,0,0,1,1,1.0,0,0.0,,1,344.0,420.0,,0,1,0,0.0,,31.0,,6.0,5.0,,0.0
90,1,1,1,0,16,9,24,576,2,4,12.0,0,10.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.94017125,6.18459702,5,0,0,0,0,1,0,0,0,0,1,1.0,1,1.0,1.0,1,380.0,558.0,803.0,0,0,0,0.0,1.0,,,6.0,6.0,6.0,0.0
91,1,1,1,0,12,10,24,576,6,36,12.0,0,11.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.86646806,6.77794367,5,0,0,0,0,1,0,0,0,0,1,1.0,0,0.0,0.0,1,353.0,1010.0,,0,0,0,0.0,0.0,25.0,101.0,1.0,1.0,1.0,1.0
92,1,1,1,0,13,10,25,625,6,36,9.94,1,12.0,0,369567,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.49072353,6.51696458,4,0,0,0,1,0,0,0,0,0,1,1.0,0,0.0,0.0,1,659.0,778.0,830.0,0,0,0,0.0,0.0,29.0,105.0,6.0,1.0,1.0,1.0
93,1,1,1,0,17,13,28,784,5,25,10.0,0,10.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.43133108,6.37198339,7,0,0,0,0,0,0,1,0,0,1,1.0,0,0.0,0.0,1,621.0,673.0,1106.0,0,0,1,0.0,0.0,48.0,136.0,1.0,1.0,1.0,1.0
97,1,1,1,0,12,10,25,625,7,49,10.0,0,11.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.08677473,,7,0,0,0,0,0,0,1,0,0,1,1.0,0,0.0,0.0,1,440.0,,,0,0,0,0.0,0.0,40.0,101.0,1.0,1.0,1.0,1.0
98,1,1,1,0,12,11,26,676,8,64,12.0,0,10.0,0,104596,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.60394382,6.54484979,5,0,0,0,0,1,0,0,0,1,1,1.0,0,0.0,0.0,1,738.0,800.0,1106.0,0,0,0,0.0,0.0,34.0,96.0,6.0,6.0,1.0,1.0
99,1,1,1,0,14,9,24,576,4,16,11.0,0,12.0,0,102031,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,1,0,0,1,1,1.0,0,0.0,,1,,,,0,1,0,0.0,,36.0,104.0,6.0,1.0,,1.0
102,1,1,1,0,11,10,31,961,14,196,5.0,0,5.0,0,158413,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.6347896,5.3532995,8,0,0,0,0,0,0,0,1,1,0,0.0,1,1.0,1.0,1,280.0,243.0,350.0,0,0,0,0.0,0.0,36.0,,1.0,1.0,1.0,0.0
104,1,1,1,0,13,11,26,676,7,49,12.0,0,12.0,0,104596,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,5.56402053,3,0,0,1,0,0,0,0,0,1,1,1.0,0,0.0,0.0,1,,300.0,310.0,0,0,0,0.0,0.0,35.0,95.0,6.0,6.0,6.0,1.0
107,1,1,1,0,10,7,24,576,8,64,5.0,0,10.25,1,369567,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.07304453,6.26381226,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,434.0,604.0,1000.0,0,0,0,1.0,0.0,34.0,,1.0,1.0,1.0,1.0
108,1,1,1,0,12,11,27,729,9,81,9.94,1,8.0,0,380166,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.5581978,6.63102748,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,705.0,872.0,471.0,0,0,0,0.0,0.0,34.0,101.0,1.0,1.0,1.0,1.0
110,1,1,1,0,12,12,27,729,9,81,10.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.05208917,6.44087719,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,1,425.0,721.0,1000.0,0,0,0,0.0,0.0,32.0,91.0,1.0,1.0,1.0,1.0
111,1,1,1,0,12,9,24,576,6,36,9.94,1,4.0,0,369567,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6.34738921,6.48031126,9,0,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,571.0,750.0,467.0,0,0,0,0.0,0.0,35.0,,1.0,1.0,1.0,1.0
112,1,1,1,0,16,14,30,900,8,64,12.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.28785856,,3,0,0,1,0,0,0,0,0,0,1,,0,,,1,538.0,,,1,1,0,,,52.0,115.0,6.0,,,1.0
114,1,1,1,0,14,12,27,729,7,49,9.94,1,12.0,0,380166,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,6.83565199,4,0,0,0,1,0,0,0,0,0,1,1.0,0,0.0,0.0,1,,1070.0,1275.0,0,0,0,0.0,0.0,37.0,123.0,1.0,1.0,1.0,1.0
115,1,1,1,0,16,14,32,1024,10,100,12.0,0,12.0,0,408301,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.60665019,6.92755791,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,740.0,1173.0,1615.0,0,0,0,0.0,0.0,49.0,113.0,1.0,1.0,1.0,1.0
116,1,1,1,0,13,12,32,1024,13,169,10.0,0,12.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.51174533,6.70398801,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,1,673.0,938.0,1202.0,0,0,1,1.0,1.0,43.0,123.0,1.0,1.0,1.0,1.0
119,1,1,1,0,12,12,34,1156,16,256,10.0,0,10.0,0,89826,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.64509097,,7,0,0,0,0,0,0,1,0,0,1,1.0,0,1.0,0.0,1,769.0,17628.0,873.0,0,0,0,0.0,0.0,36.0,95.0,1.0,1.0,1.0,1.0
121,1,1,1,0,12,9,24,576,6,36,10.0,0,10.0,0,90339,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.38350663,,7,0,0,0,0,0,0,1,0,0,1,1.0,0,0.0,,1,592.0,,,0,1,0,0.0,,26.0,102.0,1.0,1.0,,1.0
125,1,1,1,0,9,8,24,576,9,81,12.0,0,11.0,0,102031,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.36129217,5.38169898,5,0,0,0,0,1,0,0,0,1,1,1.0,0,0.0,0.0,1,213.0,250.0,169.0,0,0,0,0.0,0.0,15.0,,6.0,6.0,6.0,1.0
127,1,1,1,0,16,16,34,1156,12,144,12.0,0,12.0,0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.35436233,7.4218798,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,1563.0,1923.0,2137.0,0,0,0,0.0,0.0,50.0,145.0,1.0,1.0,1.0,1.0
129,1,1,1,0,16,13,28,784,6,36,11.0,0,11.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.65157187,6.72925251,7,0,0,0,0,0,0,1,0,0,1,1.0,0,0.0,0.0,1,774.0,962.0,1053.0,0,0,0,0.0,0.0,35.0,114.0,1.0,1.0,1.0,1.0
131,1,1,1,0,12,10,26,676,8,64,8.0,0,9.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.39692966,6.77794367,8,0,0,0,0,0,0,0,1,0,1,1.0,1,1.0,1.0,1,600.0,1010.0,933.0,0,0,0,0.0,0.0,35.0,113.0,1.0,1.0,1.0,0.0
132,1,1,1,0,16,10,25,625,3,9,16.0,0,16.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,6.9112275,1,1,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,,1154.0,1603.0,0,0,0,0.0,0.0,32.0,124.0,1.0,1.0,1.0,1.0
133,1,1,1,0,18,8,24,576,0,0,16.0,0,16.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.54103,6.66706742,1,1,0,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,693.0,904.0,1432.0,0,0,0,0.0,0.0,24.0,,6.0,6.0,6.0,1.0
134,1,1,1,0,16,13,29,841,7,49,18.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2,0,1,0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,,,,0,0,0,0.0,0.0,34.0,,1.0,1.0,1.0,1.0
135,1,1,1,0,13,12,31,961,12,144,8.0,0,12.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.34563636,6.48031126,6,0,0,0,0,0,1,0,0,0,1,1.0,0,0.0,0.0,1,570.0,750.0,1188.0,0,0,0,0.0,0.0,40.0,93.0,5.0,4.0,1.0,1.0
136,1,1,1,0,14,11,28,784,8,64,12.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.07073773,6.33412875,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,433.0,648.0,,0,0,0,0.0,0.0,38.0,,5.0,4.0,1.0,1.0
137,1,1,1,0,15,13,28,784,7,49,12.0,0,12.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.28785856,6.47764104,3,0,0,1,0,0,0,0,0,0,1,1.0,0,0.0,0.0,1,538.0,748.0,846.0,0,0,0,1.0,1.0,37.0,119.0,2.0,1.0,1.0,0.0
138,1,1,1,0,12,10,25,625,7,49,12.0,0,9.0,0,369567,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.44094654,,5,0,0,0,0,1,0,0,0,0,1,1.0,0,0.0,0.0,1,627.0,,,0,0,0,0.0,0.0,35.0,108.0,6.0,6.0,6.0,1.0
139,1,1,1,0,8,8,31,961,17,289,12.0,0,11.0,0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.17586727,,5,0,0,0,0,1,0,0,0,0,1,1.0,0,0.0,0.0,1,481.0,,,0,0,0,0.0,0.0,35.0,,1.0,1.0,1.0,1.0
141,1,1,1,0,12,10,26,676,8,64,6.0,0,11.0,0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.30078579,,8,0,0,0,0,0,0,0,1,0,1,1.0,0,0.0,0.0,1,545.0,,800.0,0,0,0,0.0,0.0,26.0,72.0,1.0,1.0,1.0,1.0
142,1,1,1,0,12,9,25,625,7,49,12.0,0,9.0,0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6.35610766,6.37790933,5,0,0,0,0,1,0,0,0,0,1,1.0,0,0.0,0.0,1,576.0,677.0,417.0,0,0,0,0.0,0.0,34.0,86.0,1.0,1.0,1.0,1.0
